meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X35,0.006011392663571527,0.006015976828967201,0.006016461984098635,0.006016513329432243,0.006016518763453472,0.006016519338551239,0.006016519399415454,0.006016519405856886,0.006016519406538601,0.006016519406610748,0.006016519406618384,0.006016519406619192,0.006016519406619278,0.0060165194066192865,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.006016519406619287,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,0.14285135075506364,4.428391873406972,4.428391873406972,4.2855405226519085,4.428391873406972,4.2855405226519085
X37,4.456437699577373,4.3108040278558795,4.195485411192296,4.104171478143666,4.031865422018013,3.97461056968719,3.929273867741675,3.8933744380929864,3.8649478213829758,3.842438479438392,3.824614674377561,3.8105010664529653,3.799325342303751,3.790475953052852,3.7834686496272893,3.777919984074702,3.7735263268367185,3.7700472517794945,3.7672923797905833,3.76511096100816,3.763383625609832,3.762015851754414,3.7609327932346983,3.7600751838042488,119.628376979293,114.97382027563219,113.9611293818615,114.07759834631487,114.5441631275779,115.11927505569079,115.72804200772433,116.34724369404586,116.96968066791072,117.59312074211329,3772.5126087165745,4360.983265413448,4791.166511305606,5540.760857951474,5932.886762148858
X41,2.370564856959601,2.333357757543975,2.3013658172194993,2.2738580495676364,2.2502059273920403,2.2298690214500767,2.212382652141575,2.197347272007256,2.184419336436688,2.17330345398984,2.163745636974303,2.1555274980600694,2.1484612603298583,2.142385466749224,2.1371612910217865,2.132669365536013,2.1288070539250596,2.1254861059201677,2.12263064091317,2.1201754141543723,2.118064325970016,2.1162491399363184,2.1146883807215464,2.1133463864128235,40.95112143192777,38.591688968963794,37.460129732280876,36.81959773014526,36.37542781157541,36.009783207182565,35.675540922701096,35.35385644465633,35.03719384088541,34.72253948762777,1023.7760618683776,716.9975409038625,407.18438024782165,124.51684494163806,-166.1840351994896
X42,4.63235919722545,4.0458836497665,3.5764439643932273,3.20071596846737,2.90002378278453,2.659413459375505,2.4669112347875437,2.3129296066755987,2.1897917738752737,2.0913508512024297,2.0126849712466885,1.9498531495777813,1.899699803774518,1.8596982300162883,1.8278252733526095,1.80246097503712,1.782308219226426,1.766328393354026,1.7536898708009192,1.743726760496906,1.735905877347569,1.7298002951518652,1.7250681701803925,1.721435785020058,48.04694449876942,43.89403533810877,42.682246179375895,42.5363881206769,42.77684857644678,43.157319952825596,43.58853458161289,44.03813975917875,44.49441010439398,44.9530960632121,1490.440682291387,1921.2095557762775,2280.189120015374,2791.1812922554955,3122.0972520920354
X43,0.38170053433322104,0.4452178382201827,0.49501074378085885,0.5340447281040404,0.5646445076305776,0.5886324894702027,0.6074373070748248,0.6221789042424102,0.633735234732845,0.6427945498725781,0.6498963881999719,0.6554637083395739,0.6598280788177447,0.6632494250297645,0.6659315094130792,0.6680340667672424,0.6696823174543004,0.6709744250498473,0.6719873425942348,0.6727813956245428,0.6734038749353564,0.6738918530395904,0.6742743920671135,0.6745742745952609,15.12819080453806,16.55344740573028,15.559313144123355,16.252734194953106,15.769064360501757,16.106430104559088,15.871113288920867,16.03524970376891,15.920762506557352,16.00061875501686,494.50735199718866,495.00198077853486,479.03416818379566,495.00197379002395,479.03416818389417
X44,0.5163319765262747,0.9520800495769621,1.2639581282624994,1.4871787045087834,1.6469444240801272,1.761293583012442,1.843136735496031,1.9017143557513478,1.9436401307325126,1.9736476762782316,1.995124984451615,2.010496943670062,2.0214991199347034,2.029373710339093,2.0350097929236073,2.0390437077392596,2.0419309026119277,2.0439973553293758,2.0454763780562013,2.0465349593670608,2.0472926180367867,2.04783489726836,2.048223022920116,2.0485008161911473,40.6739677642736,40.45608100421793,40.23819424416226,40.02030748410659,39.80242072405092,39.58453396399525,39.36664720393958,39.14876044388391,38.93087368382824,38.71298692377257,1159.5756572665948,950.1864808530962,720.1689186004453,538.1626175878242,321.43614769856924
X47,0.42350079958703385,0.3317197431859513,0.26530231451942876,0.21723929363421063,0.18245845337898875,0.1572892728618459,0.13907557695179917,0.12589522257046748,0.1163572494717915,0.10945508825525259,0.10446033423715757,0.10084587683481568,0.09823027208911353,0.09633748779974637,0.0949677730628535,0.093976577990599,0.09325929895081125,0.09274023944847878,0.09236462165956172,0.0920928055715854,0.09189610566049822,0.09175376362581675,0.091650757708197,0.09157621740049077,84.35675494190184,122.5316116048705,152.43037701088042,176.00464289442053,194.74579457370533,209.7935325957696,222.01880380516627,232.08717637066584,240.50727029594705,247.66776749261643,8029.386657672613,11618.711217787986,14060.922032839457,17440.376627136593,19694.645596429422
X50,6.575761756680825,6.031293275083717,5.601363938166491,5.261878291173867,4.99380980964061,4.782134554948304,4.6149891554116795,4.483005921817046,4.378787833862562,4.296493973035907,4.2315121674522675,4.180200501983023,4.139683206571175,4.1076894832632656,4.082426238994406,4.062477591416077,4.046725515555618,4.034287183937429,4.024465488383485,4.01670997048,4.010585971052311,4.005750269625657,4.001931848581719,3.9989167039351905,165.90372672898923,155.92997416375056,153.8787784992801,154.27172750637004,155.41870620997602,156.79830648866456,158.24967157641026,159.72317643264984,161.2035115077028,162.68595373618209,5343.121255812311,6744.69108068812,7884.415219947703,9549.767040537154,10599.004858511302
X51,20.458172514692677,20.194540974670623,20.027698957697762,19.922410563290413,19.856267402081613,19.815018783521996,19.789601933049408,19.774253348714243,19.765307712076186,19.76043405155123,19.75814997792437,19.757512760790902,19.757922867580735,19.758999023540433,19.7604987557088,19.762267862591024,19.7642082792281,19.766257640879672,19.768376286479462,19.770538993439036,19.77272972136849,19.774938269327933,19.77715814999536,19.77938523773652,347.6392695939519,313.4201052288682,313.4201052288682,313.4201052288682,313.4201052288682,313.4201052288682,313.4201052288682,313.4201052288682,313.4201052288682,313.4201052288682,9750.242426459998,9716.023262094914,9402.603156866046,9716.023262094914,9402.603156866046
X55,17.689486525585366,16.17427631589716,14.949017866849653,13.9582257923485,13.157032431341744,12.509156032002867,11.985257745710443,11.56161302789047,11.21903728058866,10.942017084884803,10.718007681323044,10.536864885013205,10.390385709883839,10.271936899422288,10.176154542050563,10.098701168327887,10.0360693302145,9.985422767554661,9.94446796906043,9.911350311481801,9.884570073663033,9.862914522212057,9.845402993307065,9.831242483689728,310.97756174724174,306.8257060469619,307.3052016831652,308.8907031408253,310.7403281313861,312.6530280527281,314.58079080035196,316.51215067813183,318.4443695809789,320.3767936262684,10301.623703412353,12148.244176533271,13524.59222231957,15802.579749593835,17061.046002700758
X59,0.558236562683136,1.0286100641710911,1.3765121667788465,1.633830813803006,1.8241512677756462,1.9649178838730448,2.069033021231644,2.1460396448738552,2.202996012941148,2.2451226211468183,2.2762807019573317,2.299326136687199,2.3163712193133854,2.3289782647060666,2.338302806981324,2.345199513222545,2.3503005203898253,2.3540733756065846,2.356863890502923,2.3589278375507976,2.360454393607538,2.361583479451465,2.3624185846133936,2.36303625299993,97.35798759594483,71.9778555298297,81.07125078382637,78.81737177539817,80.29855103330442,80.5503019782713,81.20673040585757,81.72995556879181,82.29702579471079,82.84966402038445,2686.5034705992684,3206.3424530819043,3611.846244252759,4258.139785040456,4629.714630019085
X61,0.9354764836763945,1.1794449009197048,1.3860646081841834,1.5610532559462513,1.7092531892972427,1.8347654469558174,1.9410632465995115,2.0310880969199294,2.1073311960469057,2.171902368826379,2.2265884506076663,2.272902733156059,2.312126840974776,2.3453461968520206,2.3734800580477735,2.3973069542918415,2.4174862315220604,2.4345762975282614,2.4490500744016437,2.4613080853949567,2.47168953833752,2.4804817123090928,2.4879279073238063,2.494234177010509,68.28169961410347,68.40081689700321,68.51993417990295,68.63905146280268,68.75816874570242,68.87728602860216,68.9964033115019,69.11552059440163,69.23463787730137,69.3537551602011,2172.122224585585,2286.593933452232,2321.825152678,2511.8447154156343,2539.8097803845176
X62,0.25366189115196064,0.27381175839691474,0.2827401254186611,0.2866962674967172,0.2884492263640718,0.28922595903191034,0.2895701277677108,0.2897226282657678,0.2897902009401233,0.28982014226082553,0.28983340920184775,0.2898392877576349,0.28984189253428116,0.2898430467057516,0.28984355811688745,0.289843784722168,0.2898438851305274,0.28984392962127636,0.28984394933504076,0.2898439580701715,0.28984396194069095,0.2898439636557106,0.2898439644156324,0.28984396475235236,17.215731946951834,22.217535529404064,19.881639207614207,21.460638504177272,20.950916825147104,21.555594031602073,21.56570408883894,21.8930345772282,22.051117904766336,22.29949996039114,729.2667695286176,939.8058847617774,1108.0136243698978,1350.0889389430984,1505.0617413264217
X67,0.45990059040704695,0.5499360586044367,0.6224538672712576,0.680862322062745,0.7279065951019842,0.7657977468828567,0.7963166451573308,0.820897664949869,0.8406961035634454,0.8566424790533076,0.869486264173277,0.8798311112711533,0.8881632236880803,0.8948742071053762,0.90027947484225,0.9046330721454394,0.9081396162059747,0.9109639130786937,0.9132387034955671,0.9150709016227129,0.9165466199799803,0.9177352166921541,0.9186925552908323,0.9194636302762603,17.477293280279138,16.61192760562422,16.404293230877574,16.336601507741467,16.298684778957185,16.267103147289102,16.236869406908504,16.20692245154312,16.177036514188405,16.14716355937262,496.354468538922,466.30178634949544,423.9292501266024,409.8186639121497,369.26816389691305
X68,1.7872710390827728,2.149496453791228,2.456951148089175,2.7179167932577433,2.93942282071898,3.1274357684384584,3.287019996982097,3.422474104312332,3.537446713824391,3.635034754516176,3.717866880589322,3.788174277491237,3.847850761646169,3.8985037927356596,3.9414977726070566,3.977990797119574,4.008965850884186,4.035257285166142,4.057573292165041,4.076514981044934,4.092592569550813,4.106239127352678,4.117822241311064,4.127653916882366,85.54064627037839,93.20800999903742,94.37314733397318,94.43973876415961,94.32073174978767,94.17036802790486,94.01470661557931,93.8581501627264,93.7014424934983,93.54470927638557,2859.40399454016,2720.1070630068516,2488.9460279113628,2423.714728009965,2202.1147359788915
X70,0.19888629562167057,0.24008481334089932,0.27410676484569024,0.30220049129586335,0.32539718882606405,0.34454868024109453,0.36035861644343836,0.37340825047043474,0.3841777282186121,0.3930636757133732,0.40039372712833926,0.40643852570134503,0.411421637128777,0.415527738556093,0.41890938311915293,0.4216925878148244,0.42398144937904153,0.4258619572473686,0.42740514326304535,0.4286696835032079,0.42970404752560715,0.43054827376060933,0.43123543607933235,0.4317928552568593,11.782800267056299,11.031714714169446,10.69611616738659,10.53575563436504,10.44930441984411,10.394025593345486,10.351894199332051,10.315307936504231,10.281060417754416,10.24779930016975,313.76180843835147,280.3402544848349,241.52142450123617,218.80402281772493,181.97023256532825
X73,0.1112146603722719,0.13934491840995275,0.15854536980200135,0.1716514315009444,0.18059821101099502,0.18670637513903157,0.19087724890756194,0.19372596612018278,0.19567234159050528,0.19700288936912613,0.19791314877130478,0.1985365709270382,0.19896423319370507,0.19925829379377438,0.199461174298663,0.19960182646487226,0.19970000920694767,0.19976920753413208,0.1998186246581637,0.19985454156148552,0.19988124487158934,0.19990166011412658,0.19991778389373657,0.1999309788476205,4.305972497330972,4.629129091905451,4.701959308622759,4.7209465633194645,4.728352679088788,4.7332677955924325,4.737647120462757,4.7419112013511615,4.746150494291149,4.7503844555654275,147.53151062372913,152.11660828807447,151.08235862645768,160.12026620660473,158.827834031487
X75,0.08063990932985043,0.44799147050790195,0.7094948389104774,0.8956489727505348,1.0281649007763427,1.1224978646396593,1.189649853112356,1.2374527564788935,1.2714817945199581,1.2957057505654985,1.3129498479680801,1.3252252539616634,1.3339636407144972,1.3401841602705935,1.344612307552496,1.347764534335708,1.3500084826644843,1.351605862690894,1.3527429757500724,1.3535524425569538,1.354128670669149,1.3545388651755343,1.3548308667795999,1.355038731427833,40.1090786117921,27.176663318051627,36.3890489849217,29.826620563973073,34.50135611428204,31.17131560739244,33.54346471790044,31.85366803499467,33.057392040754095,32.19992114103029,1013.6663745324452,1009.255558641227,976.6990435271416,1009.2556783080254,976.6990435238953
X76,0.42257306843560605,0.5062196075230465,0.5720135564608202,0.6237651742091792,0.6644715002894889,0.696489919327395,0.7216746819037172,0.741484287908149,0.7570659511802007,0.7693220369534002,0.7789623196278084,0.7865450872228033,0.7925094729510708,0.797200886299812,0.8008910163838601,0.8037935660048289,0.8060766276070758,0.807872417846801,0.8092849345226185,0.8103959792957364,0.8112698949874984,0.811957291800648,0.8124979782572279,0.8129232665895805,16.2043751015099,13.473456356461803,12.984733957966979,12.884419979510334,12.851388735230138,12.830012661344586,12.810655574924256,12.79164823117149,12.772701472209675,12.753765208155217,395.812448022511,373.6493344483403,344.2714605029213,337.84501725769707,309.6221212861697
X80,8.434408130042579,8.346591060158094,8.271746770577668,8.207958856790896,8.15359401522344,8.107260222139466,8.067771090567462,8.034115492600662,8.00543166924442,7.980985164887438,7.960150021404175,7.942392750359237,7.927258672918557,7.914360277697755,7.903367298447841,7.893998257515202,7.886013258544322,7.87920784387879,7.873407759377998,7.868464492601514,7.864251470115349,7.860660816551319,7.857600592434496,7.854992440052712,187.4126307126341,181.63435655679268,179.75059434379108,179.06742653105437,178.75437619005825,178.55542511760564,178.39164839944908,178.2387151793792,178.08912477691348,177.94056489333065,5500.371276591885,5346.279762635049,5038.307063597225,5066.22150213255,4767.282940530292
X82,0.4213693863518917,0.47798131248585185,0.5210733577527548,0.5538718601134011,0.5788332353125855,0.5978277084738337,0.6122792006170625,0.6232718331378493,0.6316310164233636,0.637985187759344,0.6428128163148792,0.6464781910189743,0.649258668141101,0.6513654166026572,0.6529592126985121,0.6541624656204196,0.6550683732508038,0.6557478930493452,0.6562550494311196,0.6566309746102371,0.6569069851504262,0.6571069243381467,0.6572489455798235,0.6573468702152874,13.121750544846254,14.747320491232927,15.240129007434259,15.37741404047623,15.403116048434901,15.393797102570504,15.373486635318676,15.349726417868132,15.324883477106221,15.299700717603402,466.0733761624797,445.230012026289,407.68330141026587,397.3154775549272,361.3143970831416
X87,0.6544897793520643,0.9522979910260922,1.2046710393675624,1.4185407482353676,1.5997813865356645,1.753371014283289,1.8835282128723168,1.9938279550683233,2.0872997972744534,2.16651109107677,2.2336374996052353,2.2905227555534045,2.3387293022051074,2.3795812084037924,2.4142005361918617,2.443538160014575,2.4683998839865713,2.48946857457293,2.5073229165937696,2.5224533077156317,2.5352753279969353,2.5461411544498027,2.5553492341372124,2.5631524814923474,21.133978553153174,45.55029154187733,55.49866406885464,59.55210637118845,61.20367243928597,61.87659936752189,62.15078195064233,62.262497035493624,62.308015098826814,62.32656133268915,1862.9799928514913,1932.5187340257696,1870.1794200249933,1932.5187340258265,1870.1794200249933
X88,0.20117944215116473,0.28530302489976733,0.35608172867685955,0.41563250795520157,0.46573649578502074,0.5078922765635886,0.543360707920524,0.5732026323182622,0.5983106063021801,0.6194355964058642,0.6372094401722543,0.65216374408821,0.6647457836599567,0.67533188119246,0.6842386613951958,0.6917325214636744,0.6980375988819639,0.7033424752590719,0.707805816707468,0.7115611194645571,0.7147207026961894,0.7173790679048975,0.7196157254210279,0.721497572515654,4.1354431730414065,4.796447620121043,5.172572015437711,5.386525420217025,5.508161268856084,5.577244369661084,5.61641126145472,5.638548034015817,5.650990230604258,5.657913687012066,172.0606432577305,175.26968435216926,169.27722613702278,174.56991623840014,168.60003109859036
X91,0.44578963158469265,0.5404409770154818,0.6198734510257812,0.68653657928047,0.7424856285130572,0.7894450637521945,0.8288617919061474,0.8619498356233333,0.8897278167531956,0.9130504067250658,0.9326347148887137,0.9490824295677206,0.9628983954400285,0.9745062008301204,0.9842612561770434,0.9924617674814894,0.999357943541734,1.0051597212557246,1.0100432475112746,1.0141563177954551,1.017622939442541,1.0205471604127152,1.0230162818166866,1.0251035533742727,18.404945367845137,22.20719300630634,23.616608586780817,24.160822175283684,24.392195385201237,24.510451538776397,24.587806743140877,24.650372951924787,24.707591744707287,24.76287701484206,768.5518875665209,829.824554564671,852.6400382224492,932.2981910950573,951.8080735744356
X94,0.021484349203828065,0.04260166142979782,0.06087819899202117,0.07669611282920796,0.09038614559984769,0.1022345473037807,0.1124890605901797,0.12136410090097773,0.1290452397632932,0.13569308497368507,0.14144663880645716,0.14642620446404192,0.15073590154151767,0.1544658431020456,0.15769401988450812,0.16048793104094858,0.1629059955015101,0.16499877347762873,0.16681002364434683,0.168377618106766,0.16973433428201407,0.17090854025448168,0.1719247879346765,0.1728043264242747,1.0092124009093109,1.0937893340051268,1.1079896506417999,1.1026624611811031,1.0919169451004531,1.0796679977462904,1.0670018910452084,1.0542200345098716,1.0414060606931437,1.0285831752458239,29.31384663193692,17.174344165970954,4.884261456864892,-7.080203821783515,-18.58788175709105
X102,0.5909418456309595,0.7299613060135824,0.8479381891856763,0.9480575891940917,1.033022490694525,1.1051267430808909,1.1663169889398857,1.218245218751089,1.2623133706839802,1.2997111795798537,1.3314482969507413,1.35838154915859,1.3812380696804254,1.4006349299754048,1.4170957989402815,1.431065080718785,1.442919912552002,1.4529803465830573,1.4615179905005036,1.4687633402971525,1.4749120031113196,1.4801299781523325,1.484558138282678,1.4883160332488017,22.942755252691942,23.908955128620647,24.2384506665346,24.333011748269445,24.34088550057244,24.31677291419084,24.280857843303703,24.240587830706076,24.19871090921627,24.15624106218132,738.3518048916076,699.7391640713197,637.9897809969742,618.7730499890935,559.6354770464325
X105,0.310367725627787,0.40323953417257685,0.4804588933866387,0.5446638392239388,0.5980477977536017,0.6424345189186424,0.6793403810923577,0.7100261949356659,0.7355402763245243,0.7567542598428156,0.7743928763328788,0.7890587117906688,0.801252793440788,0.8113917062710689,0.8198218247768795,0.8268311461125715,0.8326591289046429,0.8375048738488398,0.8415339255639811,0.8448839280734454,0.8476693271218722,0.8499852799717753,0.8519109062499935,0.8535119909022653,6.4997173024695885,7.247052630570025,7.534715615895844,7.64397444843603,7.6839925658637,7.697137560920429,7.699852786371369,7.698520097607939,7.6956163665198725,7.692102895734992,235.73088827975448,233.98924264405136,222.87250177173334,226.61392768419717,215.7351001976805
X106,0.4967464811768208,0.576068307815617,0.6297037129103422,0.6659706119667017,0.6904933682475809,0.7070750333818638,0.7182871343168586,0.7258684722801132,0.7309947805114001,0.7344610599741452,0.7368048701337683,0.7383896950514919,0.7394613134202088,0.7401859145514311,0.7406758714378525,0.7410071678438446,0.7412311820615545,0.7413826547875744,0.7414850767988308,0.7415543319622218,0.7416011605452333,0.7416328248440305,0.7416542354388818,0.741668712739479,14.030746650860562,17.78898811244823,17.78898811244823,17.78898811244823,17.78898811244823,17.78898811244823,17.78898811244823,17.78898811244823,17.78898811244823,17.78898811244823,547.7003900243075,551.4586314858951,533.6696433734469,551.4586314858951,533.6696433734469
X107,0.07758724458288051,0.13377236516445667,0.18046432441647292,0.21926710771968866,0.2515136875633327,0.27831181447827325,0.3005820710335839,0.3190894961463012,0.33446986607837365,0.3472515349386653,0.35787358496578936,0.36670091009930506,0.3740367509976081,0.3801331121116778,0.38519941866717283,0.3894097109438253,0.39290862299359314,0.39581635118146713,0.3982327832307146,0.400240929615573,0.4019097751783009,0.4032966489307504,0.4044491934490636,0.405407001515117,4.971865705852006,6.747513810277261,7.48348572180482,7.795767162761095,7.935385599525082,8.004640138379097,8.045219871346083,8.074114002504727,8.098245998911313,8.120437322704824,250.64235547292634,275.68440228928387,285.8750365893806,315.1240066620987,324.04239565984255
