meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X35,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,0.14400000000000002,859.3199999999999,859.3199999999999,831.5999999999999,859.3199999999999,831.5999999999999
X37,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,2.741,65.784,65.784,65.784,65.784,65.784,65.784,65.784,65.784,65.784,65.784,406.22400000000005,406.22400000000005,393.12,406.22400000000005,393.12
X41,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,52.751999999999995,52.751999999999995,52.751999999999995,52.751999999999995,52.751999999999995,52.751999999999995,52.751999999999995,52.751999999999995,52.751999999999995,52.751999999999995,29.016,29.016,28.08,29.016,28.08
X42,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.6719999999999999,0.6719999999999999,0.6719999999999999,0.6719999999999999,0.6719999999999999,0.6719999999999999,0.6719999999999999,0.6719999999999999,0.6719999999999999,0.6719999999999999,285.696,285.696,276.48,285.696,276.48
X43,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.365,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,248.49599999999995,248.49599999999995,240.47999999999996,248.49599999999995,240.47999999999996
X44,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,2.7600000000000002,2.7600000000000002,2.7600000000000002,2.7600000000000002,2.7600000000000002,2.7600000000000002,2.7600000000000002,2.7600000000000002,2.7600000000000002,2.7600000000000002,179.30400000000003,179.30400000000003,173.52,179.30400000000003,173.52
X47,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,201.62400000000002,201.62400000000002,195.12,201.62400000000002,195.12
X50,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,3.362,80.688,80.688,80.688,80.688,80.688,80.688,80.688,80.688,80.688,80.688,248.49599999999995,248.49599999999995,240.47999999999996,248.49599999999995,240.47999999999996
X51,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,12.184000000000001,292.41600000000005,292.41600000000005,292.41600000000005,292.41600000000005,292.41600000000005,292.41600000000005,292.41600000000005,292.41600000000005,292.41600000000005,292.41600000000005,267.096,267.096,258.48,267.096,258.48
X55,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,10.995999999999999,263.904,263.904,263.904,263.904,263.904,263.904,263.904,263.904,263.904,263.904,313.22400000000005,313.22400000000005,303.12,313.22400000000005,303.12
X59,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,1.6469999999999998,39.52799999999999,39.52799999999999,39.52799999999999,39.52799999999999,39.52799999999999,39.52799999999999,39.52799999999999,39.52799999999999,39.52799999999999,39.52799999999999,135.40800000000002,135.40800000000002,131.04000000000002,135.40800000000002,131.04000000000002
X61,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,2.867,68.80799999999999,68.80799999999999,68.80799999999999,68.80799999999999,68.80799999999999,68.80799999999999,68.80799999999999,68.80799999999999,68.80799999999999,68.80799999999999,172.60799999999998,172.60799999999998,167.04,172.60799999999998,167.04
X62,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,4.4879999999999995,4.4879999999999995,4.4879999999999995,4.4879999999999995,4.4879999999999995,4.4879999999999995,4.4879999999999995,4.4879999999999995,4.4879999999999995,4.4879999999999995,218.73599999999996,218.73599999999996,211.67999999999998,218.73599999999996,211.67999999999998
X67,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,171.12,171.12,165.60000000000002,171.12,165.60000000000002
X68,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,3.3789999999999996,81.09599999999999,81.09599999999999,81.09599999999999,81.09599999999999,81.09599999999999,81.09599999999999,81.09599999999999,81.09599999999999,81.09599999999999,81.09599999999999,151.03199999999998,151.03199999999998,146.16,151.03199999999998,146.16
X70,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,0.3025,7.26,7.26,7.26,7.26,7.26,7.26,7.26,7.26,7.26,7.26,168.88799999999998,168.88799999999998,163.44,168.88799999999998,163.44
X73,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,0.192,2740.8959999999997,2740.8959999999997,2652.48,2740.8959999999997,2652.48
X75,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,1.102,26.448,26.448,26.448,26.448,26.448,26.448,26.448,26.448,26.448,26.448,215.016,215.016,208.07999999999998,215.016,208.07999999999998
X76,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,4.224,4.224,4.224,4.224,4.224,4.224,4.224,4.224,4.224,4.224,313.22400000000005,313.22400000000005,303.12,313.22400000000005,303.12
X80,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,6.1129999999999995,146.712,146.712,146.712,146.712,146.712,146.712,146.712,146.712,146.712,146.712,214.27200000000002,214.27200000000002,207.36,214.27200000000002,207.36
X82,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,0.49250000000000005,11.82,11.82,11.82,11.82,11.82,11.82,11.82,11.82,11.82,11.82,206.83200000000002,206.83200000000002,200.16000000000003,206.83200000000002,200.16000000000003
X87,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,1.973,47.352000000000004,47.352000000000004,47.352000000000004,47.352000000000004,47.352000000000004,47.352000000000004,47.352000000000004,47.352000000000004,47.352000000000004,47.352000000000004,380.928,380.928,368.64,380.928,368.64
X88,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,0.35600000000000004,8.544,8.544,8.544,8.544,8.544,8.544,8.544,8.544,8.544,8.544,57.288,57.288,55.44,57.288,55.44
X91,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,7.247999999999999,7.247999999999999,7.247999999999999,7.247999999999999,7.247999999999999,7.247999999999999,7.247999999999999,7.247999999999999,7.247999999999999,7.247999999999999,183.02400000000003,183.02400000000003,177.12000000000003,183.02400000000003,177.12000000000003
X94,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,176.328,176.328,170.64,176.328,170.64
X102,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,12.816,12.816,12.816,12.816,12.816,12.816,12.816,12.816,12.816,12.816,179.676,179.676,173.88,179.676,173.88
X105,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,5.5440000000000005,5.5440000000000005,5.5440000000000005,5.5440000000000005,5.5440000000000005,5.5440000000000005,5.5440000000000005,5.5440000000000005,5.5440000000000005,5.5440000000000005,209.06400000000002,209.06400000000002,202.32000000000002,209.06400000000002,202.32000000000002
X106,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,12.408000000000001,12.408000000000001,12.408000000000001,12.408000000000001,12.408000000000001,12.408000000000001,12.408000000000001,12.408000000000001,12.408000000000001,12.408000000000001,1915.8000000000002,1915.8000000000002,1854.0000000000002,1915.8000000000002,1854.0000000000002
X107,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,1.488,136.89600000000002,136.89600000000002,132.48000000000002,136.89600000000002,132.48000000000002
X110,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,4.152,4.152,4.152,4.152,4.152,4.152,4.152,4.152,4.152,4.152,130.2,130.2,125.99999999999997,130.2,125.99999999999997
X111,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,5.832,5.832,5.832,5.832,5.832,5.832,5.832,5.832,5.832,5.832,184.512,184.512,178.56,184.512,178.56
X116,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,6.767999999999999,6.767999999999999,6.767999999999999,6.767999999999999,6.767999999999999,6.767999999999999,6.767999999999999,6.767999999999999,6.767999999999999,6.767999999999999,256.68,256.68,248.39999999999998,256.68,248.39999999999998
X120,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,0.701,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,16.823999999999998,142.10399999999998,142.10399999999998,137.51999999999998,142.10399999999998,137.51999999999998
X123,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,232.128,232.128,224.64,232.128,224.64
X124,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.155,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,27.72,331.824,331.824,321.12,331.824,321.12
X125,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,13.104000000000001,13.104000000000001,13.104000000000001,13.104000000000001,13.104000000000001,13.104000000000001,13.104000000000001,13.104000000000001,13.104000000000001,13.104000000000001,68.44800000000001,68.44800000000001,66.24000000000001,68.44800000000001,66.24000000000001
X126,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.9359999999999999,0.9359999999999999,0.9359999999999999,0.9359999999999999,0.9359999999999999,0.9359999999999999,0.9359999999999999,0.9359999999999999,0.9359999999999999,0.9359999999999999,153.26400000000004,153.26400000000004,148.32000000000002,153.26400000000004,148.32000000000002
X130,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,9.216000000000001,9.216000000000001,9.216000000000001,9.216000000000001,9.216000000000001,9.216000000000001,9.216000000000001,9.216000000000001,9.216000000000001,9.216000000000001,190.464,190.464,184.32,190.464,184.32
X132,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,258.16800000000006,258.16800000000006,249.84000000000003,258.16800000000006,249.84000000000003
X133,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,0.24100000000000002,5.784000000000001,5.784000000000001,5.784000000000001,5.784000000000001,5.784000000000001,5.784000000000001,5.784000000000001,5.784000000000001,5.784000000000001,5.784000000000001,249.24000000000004,249.24000000000004,241.20000000000002,249.24000000000004,241.20000000000002
X134,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,6.5040000000000004,6.5040000000000004,6.5040000000000004,6.5040000000000004,6.5040000000000004,6.5040000000000004,6.5040000000000004,6.5040000000000004,6.5040000000000004,6.5040000000000004,202.36800000000002,202.36800000000002,195.84,202.36800000000002,195.84
X139,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,8.015999999999998,192.12369230769238,192.12369230769238,185.9261538461539,192.12369230769238,185.9261538461539
X140,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,0.359,8.616,8.616,8.616,8.616,8.616,8.616,8.616,8.616,8.616,8.616,297.3874285714286,297.3874285714286,287.79428571428576,297.3874285714286,287.79428571428576
X142,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,0.42100000000000004,10.104000000000001,10.104000000000001,10.104000000000001,10.104000000000001,10.104000000000001,10.104000000000001,10.104000000000001,10.104000000000001,10.104000000000001,10.104000000000001,312.48,312.48,302.4,312.48,302.4
X143,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,0.182,4.368,4.368,4.368,4.368,4.368,4.368,4.368,4.368,4.368,4.368,107.13600000000001,107.13600000000001,103.68,107.13600000000001,103.68
X148,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,0.23199999999999998,5.568,5.568,5.568,5.568,5.568,5.568,5.568,5.568,5.568,5.568,251.47199999999995,251.47199999999995,243.35999999999996,251.47199999999995,243.35999999999996
X149,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,7.055999999999999,7.055999999999999,7.055999999999999,7.055999999999999,7.055999999999999,7.055999999999999,7.055999999999999,7.055999999999999,7.055999999999999,7.055999999999999,169.632,169.632,164.16000000000003,169.632,164.16000000000003
